Title,Description,Price,Link
Honda Amaze 2015 Diesel Well Maintained,"2015 - 87,000 km","₹ 3,99,999",/item/cars-c84-used-honda-amaze-in-hassan-rural-hassan-iid-1825658989
"Honda Amaze V CVT Petrol, 2019, Petrol","2019 - 68,000 km","₹ 5,50,000",/item/cars-c84-used-honda-amaze-in-gandhi-nagar-delhi-iid-1812413343
"Honda City i-VTEC CVT ZX, 2019, Diesel","2019 - 98,280 km","₹ 9,91,000",/item/cars-c84-used-honda-city-in-wardha-road-nagpur-iid-1817656150
"Honda Amaze VX (O) i-DTEC, 2013, Diesel","2013 - 92,000 km","₹ 3,49,000",/item/cars-c84-used-honda-amaze-in-itpl-road-bengaluru-iid-1824847874
"Honda Jazz 1.2 ZX i-VTEC, 2022, Petrol","2022 - 32,649 km","₹ 7,96,000",/item/cars-c84-used-honda-jazz-in-mysore-road-byatranayapura-bengaluru-iid-1822854645
"Honda Amaze [2021-2023] 1.2 VX i-VTEC MT, 2023, Petrol","2023 - 88,080 km","₹ 7,33,000",/item/cars-c84-used-honda-amaze-in-dyavasandra-industrial-area-bengaluru-iid-1820065386
"Honda Amaze 2013-2016 S i-Vtech, 2013, Diesel","2013 - 68,000 km","₹ 4,00,000",/item/cars-c84-used-honda-amaze-in-padi-chennai-iid-1818982785
"Honda Brio 2013-2016 S MT, 2013, Petrol","2013 - 90,000 km","₹ 3,70,000",/item/cars-c84-used-honda-brio-in-veerapandi-tiruppur-iid-1822067039
"Honda Amaze VX (O) i-DTEC, 2020, Diesel","2020 - 71,000 km","₹ 6,50,000",/item/cars-c84-used-honda-amaze-in-tilak-nagar-jaipur-iid-1811045837
"Honda BR-V, 2016, Petrol","2016 - 99,300 km","₹ 6,30,000",/item/cars-c84-used-honda-brv-in-mattuthavani-madurai-iid-1825843995
"Honda City 2015-2017 i DTec SV, 2015, Petrol","2015 - 55,800 km","₹ 4,49,999",/item/cars-c84-used-honda-city-in-salem-east-old-salem-iid-1825442102
"Honda Amaze 1.2 VX (O) AT i-VTEC, 2021, Petrol","2021 - 15,250 km","₹ 8,20,000",/item/cars-c84-used-honda-amaze-in-palat-nagar-kozhikode-iid-1821750482
"Honda WR-V i-VTEC VX, 2017, Diesel","2017 - 74,000 km","₹ 7,40,000",/item/cars-c84-used-honda-wrv-in-ramakrishna-nagar-mysuru-iid-1817395477
"Honda Brio S (O) MT, 2012","2012 - 70,000 km","₹ 2,25,000",/item/cars-c84-used-honda-brio-in-roop-vihar-udaipur-iid-1825342457
"Honda Jazz 1.2 SV i VTEC, 2017, Petrol","2017 - 80,000 km","₹ 4,75,000",/item/cars-c84-used-honda-jazz-in-gandhipuram-coimbatore-iid-1825341387
"Honda Jazz 1.2 V i VTEC, 2018, Petrol","2018 - 31,000 km","₹ 4,40,000",/item/cars-c84-used-honda-jazz-in-defence-colony-delhi-iid-1823410252
"Honda Amaze 1.5 SMT I DTEC, 2014, Diesel","2014 - 112,000 km","₹ 2,99,000",/item/cars-c84-used-honda-amaze-in-shankar-nagar-raipur-iid-1821750820
"Honda WR-V 1.5 VX i-DTEC, 2017, Diesel","2017 - 62,048 km","₹ 4,85,000",/item/cars-c84-used-honda-wrv-in-kalikapur-kolkata-iid-1824346403
"Honda Amaze 2013-2016 VX i-DTEC, 2014, Diesel","2014 - 127,952 km","₹ 3,70,000",/item/cars-c84-used-honda-amaze-in-ambattur-periya-colony-chennai-iid-1818456329
"Honda Amaze S Option i-VTEC, 2018, Petrol","2018 - 76,000 km","₹ 4,65,000",/item/cars-c84-used-honda-amaze-in-assissi-nagar-aluva-iid-1822719148
"Honda Brio 2013-2016 S MT, 2015, Petrol","2015 - 72,000 km","₹ 2,40,000",/item/cars-c84-used-honda-brio-in-kaushambi-ghaziabad-iid-1819537213
"True+, rotating car  seat arrangement for senior citizens",,"₹ 30,000",/item/spare-parts-c1585-other-spare-parts-in-sitapuram-colony-vijayawada-iid-1822077521
"Honda Jazz 1.5 V i DTEC, 2017, Diesel","2017 - 85,000 km","₹ 5,49,000",/item/cars-c84-used-honda-jazz-in-t-nagar-lakshmi-colony-chennai-iid-1820627996
"Honda Amaze S i-VTEC, 2022, Petrol","2022 - 55,217 km","₹ 6,00,000",/item/cars-c84-used-honda-amaze-in-sector-10-ambala-iid-1814339748
"Honda City VX (O) MT I-VTEC, 2022, Petrol","2022 - 59,000 km","₹ 8,95,000",/item/cars-c84-used-honda-city-in-manjakuppam-cuddalore-iid-1817396133
"Honda Amaze V Petrol, 2016, Petrol","2016 - 60,000 km","₹ 3,95,000",/item/cars-c84-used-honda-amaze-in-sector-37d-chandigarh-iid-1823301033
"Honda WR-V 1.5 VX i-DTEC, 2018, Diesel","2018 - 62,000 km","₹ 5,90,000",/item/cars-c84-used-honda-wrv-in-navrangpura-village-ahmedabad-iid-1821310059
"Honda Jazz 1.2 SV i-VTEC AT, 2015, Diesel","2015 - 62,000 km","₹ 3,49,999",/item/cars-c84-used-honda-jazz-in-navrangpura-village-ahmedabad-iid-1821199388
"Honda Amaze VX (O) i-DTEC, 2015, Diesel","2015 - 79,632 km","₹ 3,99,000",/item/cars-c84-used-honda-amaze-in-hastinapuram-hyderabad-iid-1822854070
"Honda City, 2015, Petrol","2015 - 44,000 km","₹ 6,60,000",/item/cars-c84-used-honda-city-in-thindal-kil-erode-iid-1820627743
"Honda City V Inspire, 2018, Petrol","2018 - 42,000 km","₹ 4,99,000",/item/cars-c84-used-honda-city-in-connaught-place-delhi-iid-1816342515
"Honda Amaze 2013-2016 VX i-DTEC, 2015, Diesel","2015 - 72,555 km","₹ 3,60,000",/item/cars-c84-used-honda-amaze-in-lb-nagar-hyderabad-iid-1793123430
"Honda City i-VTEC ZX, 2020, Petrol","2020 - 100,000 km","₹ 10,50,000",/item/cars-c84-used-honda-city-in-trichy-city-tiruchirappalli-iid-1824843698
"Honda Amaze 1.2 SMT I VTEC, 2017, Petrol","2017 - 38,000 km","₹ 3,89,000",/item/cars-c84-used-honda-amaze-in-mayur-vihar-delhi-iid-1825843933
"Honda City 2014-2015 i VTEC CVT SV, 2015, Petrol","2015 - 47,000 km","₹ 4,95,000",/item/cars-c84-used-honda-city-in-sector-9a-chandigarh-iid-1824647778
Honda City 2012,"2012 - 100,000 km","₹ 3,50,000",/item/cars-c84-used-honda-city-in-new-industrial-township-1-faridabad-iid-1825843923
"Honda Brio S MT 2012, 2012, Petrol","2012 - 77,341 km","₹ 3,15,000",/item/cars-c84-used-honda-brio-in-mogappair-chennai-iid-1818983790
"Honda Civic 1.8 V AT, 2012, Petrol","2012 - 78,465 km","₹ 2,38,000",/item/cars-c84-used-honda-civic-in-jaripatka-nagpur-iid-1814252881
"Honda Civic 1.8 V MT, 2012, Petrol","2012 - 94,955 km","₹ 2,61,000",/item/cars-c84-used-honda-civic-in-civil-lines-nagpur-iid-1799542159
"Honda Mobilio RS Option i-DTEC, 2015, Diesel","2015 - 67,000 km","₹ 5,15,000",/item/cars-c84-used-honda-mobilio-in-ghansoli-navi-mumbai-iid-1812915727
"Honda Amaze 1.5 V i-DTEC MT, 2013, Diesel","2013 - 72,000 km","₹ 3,40,000",/item/cars-c84-used-honda-amaze-in-yapral-hyderabad-iid-1822299769
"Honda Jazz 1.2 SV i-VTEC AT, 2017, Petrol","2017 - 69,000 km","₹ 5,25,000",/item/cars-c84-used-honda-jazz-in-lig-colony-indore-iid-1811183748
Good condition for car,"2020 - 42,000 km","₹ 5,00,000",/item/cars-c84-used-renault-triber-in-madhuban-bihar-iid-1825843826
Car stereo for a Honda Amaze / car screen,,"₹ 2,000",/item/tvs-video-audio-c1523-car-stereo-for-a-honda-amaze-car-screen-in-wadi-vadodara-iid-1825540277
3BHK 75 Sq Yards L-Type Fully Furnished Flat with Lift and Car Parking,3 BHK - 2 Bathroom - 780 sqft,"₹ 36,00,000",/item/for-sale-houses-apartments-c1725-3-bhk-apartments-780-sq-ft-in-uttam-nagar-delhi-iid-1808407320
2bhk 65 gaj independent floor with lift and car parking near by metro,2 BHK - 2 Bathroom - 650 sqft,"₹ 32,50,000",/item/for-sale-houses-apartments-c1725-2-bhk-apartments-650-sq-ft-in-om-vihar-delhi-iid-1806638754
"Honda City 2015-2017 i VTEC CVT VX, 2014, Petrol","2014 - 89,000 km","₹ 4,90,000",/item/cars-c84-used-honda-city-in-sarabha-nagar-ludhiana-iid-1806860628
Honda Amaze 2023 Petrol 37000 Km Driven,"2023 - 37,000 km","₹ 8,20,000",/item/cars-c84-used-honda-amaze-in-ajitpur-rampur-iid-1825843698
Good condition tyare ok scrap,"2006 - 215,303 km","₹ 50,000",/item/cars-c84-used-honda-city-zx-in-shah-satnamji-nagar-sirsa-iid-1823161362
Car washing machine for sale,,"₹ 11,999",/item/washing-machines-c1615-car-washing-machine-for-sale-in-murakati-jamshedpur-iid-1825843712
"Honda City i-VTEC CVT V, 2020, Petrol","2020 - 48,000 km","₹ 9,50,000",/item/cars-c84-used-honda-city-in-t-nagar-chennai-iid-1825843690
Hyundai i 20 magna 2011 model petrol well maintained car.,"2011 - 71,000 km","₹ 2,35,000",/item/cars-c84-used-hyundai-i20-in-adi-udupi-udupi-iid-1814259417
Honda Jazz 2018 Petrol Panchkula number Sr Army Officer car,"2018 - 42,000 km","₹ 5,25,000",/item/cars-c84-used-honda-jazz-in-mdc-sector-5a-panchkula-iid-1825843632
"Honda Brio S MT, 2016, Petrol","2016 - 47,726 km","₹ 3,27,713",/item/cars-c84-used-honda-brio-in-bollaram-hyderabad-iid-1825617266
Everest Fleet Driver Job/Driver Wanted/Rapido Ola Uber/Car Leasing Cab,₹ 30000 - 45000 | Weekly,,/item/driver-c2206-full-time-in-otteri-chennai-iid-1825843397
Remort control toy car for kids upto 2 years,,"₹ 10,000",/item/kids-furniture-c231-remort-control-toy-car-for-kids-upto-2-years-in-lokhandwala-complex-mumbai-iid-1819961053
"Honda City, 2017, Petrol","2017 - 60,000 km","₹ 6,10,000",/item/cars-c84-used-honda-city-in-mattuthavani-madurai-iid-1825843457
children's car,,,/item/other-services-c625-childrens-car-in-rajendra-park-gurgaon-iid-1825613058
"Honda City 2015-2017 i DTec VX, 2016, Diesel","2016 - 74,000 km","₹ 5,95,000",/item/cars-c84-used-honda-city-in-chowk-lucknow-iid-1825430567
DRIVERS WANTED FOR TATA X-PRESS T EV COMMERCIAL CAR,₹ 21000 - 21000 | Monthly,,/item/driver-c2206-full-time-in-dunlop-kolkata-iid-1821392512
"Honda Civic 1.8 V MT, 2011, Petrol","2011 - 82,000 km","₹ 2,50,000",/item/cars-c84-used-honda-civic-in-civil-lines-nagpur-iid-1807396156
Type of scrap car buyer and accidentally car buyer,,"₹ 11,11,111",/item/spare-parts-c1585-other-spare-parts-in-mdc-sector-5-panchkula-iid-1823651193
CAR WASHER HEAVY VEHICLE WASHER,,"₹ 1,50,000",/item/kitchen-other-appliances-c1417-car-washer-heavy-vehicle-washer-in-kattakada-thiruvananthapuram-iid-1825842900
Well maintained car.seriius buyer only msg,"2019 - 60,000 km","₹ 8,50,000",/item/cars-c84-used-honda-city-zx-in-sukurhuttu-kanke-iid-1825843333
Honda city top variant sunroof push-button cng on paper,"2015 - 110,000 km","₹ 4,25,000",/item/cars-c84-used-honda-city-in-sector-104-noida-iid-1825843228
"Honda City i-VTEC CVT V, 2020, Petrol","2020 - 19,308 km","₹ 9,03,000",/item/cars-c84-used-honda-city-in-cadbury-junction-thane-iid-1825843242
"Honda City 1.5 VX i-VTEC MT, 2020, Petrol","2020 - 74,220 km","₹ 8,44,000",/item/cars-c84-used-honda-city-in-karappakkam-chennai-iid-1825843235
ECO CAR FOR RENT AVAILABLE  FOR COMPANY,2025 - 100 km,"₹ 40,000",/item/cars-c84-used-maruti-suzuki-eeco-in-brundamal-vedanta-jharsuguda-iid-1825843082
"Honda WR-V [2020-2023] 1.2 SV i-VTEC MT, 2022, Petrol","2022 - 44,125 km","₹ 6,50,000",/item/cars-c84-used-honda-wrv-in-andheri-west-mumbai-iid-1825358360
"Honda Brio, 2014, Petrol","2014 - 93,000 km","₹ 2,89,000",/item/cars-c84-used-honda-brio-in-ambattur-kallikuppam-chennai-iid-1825842994
Blind sport mirror for all cars,,₹ 50,/item/spare-parts-c1585-audio-other-accessories-in-kalyan-nagar-bhavnagar-iid-1825842843
GoMechanic Car Speaker,,"₹ 2,000",/item/spare-parts-c1585-audio-other-accessories-in-vishweshwara-nagar-stage-2-industrial-suburb-mysuru-iid-1825842307
Ritz car for sale - Price 230000 -Model 2012 VDI,"2012 - 235,000 km","₹ 2,30,000",/item/cars-c84-used-maruti-suzuki-ritz-in-gollapet-nirmal-iid-1825842783
WANTED OLA LEASING DRIVERS 150 CARS IN PALLAVARAM,₹ 18600 - 29000 | Weekly,,/item/driver-c2206-full-time-in-triplicane-chennai-iid-1795396154
"Honda City S AT, 2015, Petrol","2015 - 49,000 km","₹ 4,75,000",/item/cars-c84-used-honda-city-in-mira-road-mumbai-iid-1806822922
Honda CRV AT,"2008 - 235,000 km","₹ 2,99,999",/item/cars-c84-used-honda-crv-in-rajpur-road-dehradun-iid-1824811229
Window sunshade for i10 car magnetic,,₹ 700,/item/spare-parts-c1585-audio-other-accessories-in-sundakkamuthur-coimbatore-iid-1825842640
"Honda City 2011-2013 V MT, 2015, Petrol","2015 - 76,374 km","₹ 4,57,000",/item/cars-c84-used-honda-city-in-unichira-kochi-iid-1825842641
"Honda Brio S MT, 2013, Petrol","2013 - 39,578 km","₹ 2,28,000",/item/cars-c84-used-honda-brio-in-cadbury-junction-thane-iid-1825842634
